consumer_id,dob,primary_state,fico8,vantage4,score_date,tradelines_total,tradelines_open,revolving_limit_sum,revolving_balance_sum,revolving_utilization,total_balance_sum,delinq_24mo_count,worst_delinq_24mo,inquiries_12mo_hard,inquiries_12mo_soft,has_collection,collection_balance_total,has_bankruptcy,bankruptcy_most_recent,months_since_oldest_account,avg_account_age_months
C0409,1978-03-25,NJ,758,791,2025-10-05,3,0,0,0.0,0.0,463956.84,9,3,0,0,0,0,0,,187,100.3
C0410,1983-06-04,CA,601,781,2025-10-05,3,0,10000,4202.75,0.4203,59055.54,6,3,1,1,0,0,0,,138,104.3
C0411,1996-12-14,WA,712,706,2025-10-05,3,1,0,0.0,0.0,151986.28,8,3,1,0,0,0,0,,129,86.0
C0412,1973-07-18,OH,787,605,2025-10-05,2,0,5000,3609.23,0.7218,4827.53,2,3,2,1,0,0,0,,161,148.0
C0413,1997-09-27,VA,797,505,2025-10-05,4,2,0,0.0,0.0,622755.52,9,3,0,3,0,0,0,,126,53.5
C0414,1969-07-28,NY,555,658,2025-10-05,3,1,5000,1289.96,0.258,278017.98,9,2,1,2,0,0,0,,131,83.7
C0415,1992-01-15,TX,554,775,2025-10-05,4,1,10000,587.02,0.0587,13705.88,11,3,0,0,0,0,0,,156,109.5
C0416,1985-10-14,MO,649,505,2025-10-05,4,0,30000,9570.69,0.319,132698.34,2,2,1,2,0,0,0,,189,122.8
C0417,1990-12-21,MI,693,562,2025-10-05,4,1,2000,146.55,0.0733,485318.14,16,3,1,1,0,0,0,,187,134.2
C0418,1983-02-13,CA,792,713,2025-10-05,4,1,1000,108.2,0.1082,540897.59,19,3,1,0,0,0,0,,171,130.2
C0419,1985-03-26,WI,498,633,2025-10-05,3,0,0,0.0,0.0,235280.48,5,2,1,2,0,0,0,,46,37.0
C0420,1994-12-12,TX,668,514,2025-10-05,4,0,20000,1240.99,0.062,9161.13,15,3,0,1,0,0,0,,187,122.5
C0421,1992-02-08,MI,761,629,2025-10-05,4,0,30000,16383.09,0.5461,69966.8,11,3,0,3,0,0,0,,164,82.8
C0422,2002-07-17,TX,548,620,2025-10-05,3,0,5000,2700.45,0.5401,23196.43,9,3,2,1,0,0,0,,188,169.7
C0423,1990-05-24,NC,749,748,2025-10-05,2,0,2000,1174.2,0.5871,262256.84,5,1,0,0,0,0,0,,55,54.5
C0424,1979-06-25,WA,587,535,2025-10-05,4,1,0,0.0,0.0,539953.12,9,2,1,1,1,1948,0,,127,101.0
C0425,1969-09-21,FL,727,698,2025-10-05,2,1,0,0.0,0.0,71825.79,6,3,1,2,0,0,0,,138,88.0
C0426,1998-09-07,VA,612,546,2025-10-05,2,0,5000,2474.29,0.4949,12680.15,6,3,0,1,0,0,0,,103,81.0
C0427,1987-12-27,IL,746,732,2025-10-05,3,1,11000,4537.87,0.4125,49902.42,10,2,2,1,0,0,0,,162,121.7
C0428,1980-02-05,NJ,792,628,2025-10-05,4,1,0,0.0,0.0,178395.79,10,3,0,2,0,0,1,2020-01-31,171,98.2
C0429,1977-03-20,IL,480,492,2025-10-05,4,0,1000,521.81,0.5218,416556.67,16,3,0,1,0,0,0,,115,64.5
C0430,1969-03-25,CO,800,586,2025-10-05,2,0,30000,13572.38,0.4524,131312.46,3,1,1,0,0,0,0,,118,92.0
C0431,1994-10-25,MO,691,650,2025-10-05,4,1,30000,21432.1,0.7144,376602.76,9,3,0,0,1,2137,0,,139,83.5
C0432,1993-11-19,WI,766,485,2025-10-05,2,1,2000,798.35,0.3992,7315.71,4,3,1,0,0,0,0,,180,169.5
C0433,1985-11-11,IL,624,514,2025-10-05,3,1,0,0.0,0.0,25689.96,12,3,2,1,1,2253,0,,71,24.7
C0434,1993-02-16,MA,633,483,2025-10-05,3,1,2000,1579.22,0.7896,42596.76,10,3,0,2,0,0,1,2022-06-28,181,138.3
C0435,1984-05-19,NY,650,682,2025-10-05,4,0,0,0.0,0.0,208949.89,9,3,0,1,0,0,0,,156,96.2
C0436,1987-09-03,GA,569,649,2025-10-05,2,0,0,0.0,0.0,12869.86,4,3,0,0,0,0,0,,136,133.5
C0437,1994-08-02,NY,725,498,2025-10-05,4,0,10000,498.83,0.0499,294127.09,15,3,0,0,0,0,0,,144,101.5
C0438,1988-05-03,TX,726,715,2025-10-05,3,0,10000,6196.87,0.6197,147575.47,12,3,2,1,0,0,0,,134,111.0
C0439,1997-07-15,MO,716,508,2025-10-05,2,0,30000,23382.58,0.7794,169049.41,4,3,0,1,0,0,0,,14,7.0
C0440,2000-12-02,MA,769,764,2025-10-05,2,0,5000,2899.29,0.5799,178411.06,8,3,0,3,0,0,0,,170,106.5
C0441,2001-11-07,NC,586,661,2025-10-05,2,0,2000,1822.52,0.9113,3368.04,4,3,0,3,0,0,0,,58,30.5
C0442,1995-09-05,NY,556,495,2025-10-05,4,0,7000,3211.29,0.4588,116787.1,10,3,0,2,0,0,0,,141,81.8
C0443,1993-02-26,NC,672,772,2025-10-05,2,0,0,0.0,0.0,366352.37,6,3,0,0,0,0,0,,116,58.0
C0444,1970-09-21,WA,575,637,2025-10-05,2,0,35000,30202.06,0.8629,30202.06,6,3,1,0,0,0,0,,174,163.0
C0445,1967-04-23,MA,496,691,2025-10-05,3,1,32000,30250.7,0.9453,184034.76,9,2,0,0,0,0,0,,159,86.0
C0446,1993-09-17,WI,734,670,2025-10-05,3,1,20000,7061.62,0.3531,460639.47,2,1,2,1,0,0,0,,175,116.7
C0447,1975-06-12,GA,634,748,2025-10-05,2,1,0,0.0,0.0,20237.76,9,3,2,0,0,0,0,,71,44.5
C0448,1989-07-25,NC,569,671,2025-10-05,3,2,1000,513.08,0.5131,139732.76,13,3,1,1,0,0,0,,184,122.0
C0449,1968-11-21,NC,583,707,2025-10-05,2,1,0,0.0,0.0,539641.24,5,3,1,1,0,0,0,,111,67.0
C0450,1969-06-04,IN,727,577,2025-10-05,2,1,2000,1563.39,0.7817,220428.18,1,2,0,0,0,0,0,,176,133.5
C0451,1989-05-09,WI,727,647,2025-10-05,4,1,1000,564.91,0.5649,30266.32,14,3,0,1,0,0,0,,160,106.0
C0452,1974-06-03,MO,530,585,2025-10-05,2,1,0,0.0,0.0,9166.9,5,2,0,3,0,0,0,,71,70.0
C0453,1974-06-10,PA,715,747,2025-10-05,2,1,0,0.0,0.0,252107.97,6,3,0,0,0,0,0,,115,109.5
C0454,1973-10-23,TX,482,502,2025-10-05,3,0,0,0.0,0.0,177588.41,13,3,1,1,0,0,0,,180,152.0
C0455,1984-09-13,NC,650,503,2025-10-05,4,1,39000,8903.98,0.2283,8903.98,13,2,0,1,0,0,0,,183,133.0
C0456,1973-11-23,TN,746,491,2025-10-05,3,1,0,0.0,0.0,151400.05,7,3,0,0,0,0,0,,139,66.3
C0457,1970-11-22,MI,587,582,2025-10-05,2,1,20000,7673.58,0.3837,116450.0,4,2,1,2,0,0,0,,150,119.0
C0458,1997-06-01,VA,626,752,2025-10-05,4,0,5000,3880.16,0.776,514142.04,13,3,2,1,1,852,0,,161,81.5
C0459,1984-03-07,NC,705,619,2025-10-05,3,0,2000,816.29,0.4081,229866.22,9,3,0,1,0,0,0,,149,98.0
C0460,1996-04-08,IL,560,538,2025-10-05,2,1,60000,35847.77,0.5975,35847.77,2,3,0,0,0,0,0,,75,43.0
C0461,1974-02-10,FL,798,585,2025-10-05,3,0,5000,2674.27,0.5349,125216.85,9,3,0,3,0,0,0,,147,64.0
C0462,1997-09-27,TN,761,618,2025-10-05,4,1,82000,34173.49,0.4167,34173.49,15,3,0,0,0,0,0,,135,86.2
C0463,1967-11-11,WI,625,567,2025-10-05,2,0,12000,8321.26,0.6934,8321.26,4,3,2,1,0,0,0,,124,75.0
C0464,1973-10-13,IL,639,756,2025-10-05,2,1,10000,9009.36,0.9009,42630.63,5,3,1,1,0,0,0,,102,93.5
C0465,1975-03-27,WI,505,494,2025-10-05,2,1,3000,1461.34,0.4871,1461.34,6,2,0,0,0,0,0,,176,170.5
C0466,1975-12-15,NY,505,676,2025-10-05,4,3,4000,2195.73,0.5489,87476.57,15,3,0,2,1,1586,0,,166,131.8
C0467,1991-06-22,OH,524,680,2025-10-05,2,1,20000,11068.39,0.5534,148174.89,10,3,0,0,0,0,0,,74,42.5
C0468,1993-10-10,MA,785,795,2025-10-05,3,0,27000,21026.72,0.7788,21026.72,5,2,1,2,0,0,0,,154,89.0
C0469,1979-09-08,GA,639,581,2025-10-05,2,0,5000,942.4,0.1885,262122.18,6,3,0,0,0,0,0,,53,39.0
C0470,1995-04-12,MO,718,527,2025-10-05,3,2,0,0.0,0.0,248185.39,10,3,1,1,0,0,0,,73,36.7
C0471,1993-08-25,GA,529,638,2025-10-05,2,0,1000,23.29,0.0233,40593.64,3,2,0,0,0,0,0,,93,51.0
C0472,1989-09-17,MI,720,594,2025-10-05,4,0,18000,8804.7,0.4892,8804.7,17,3,0,0,0,0,0,,127,107.8
C0473,1975-04-26,WI,795,666,2025-10-05,2,0,1000,42.78,0.0428,2435.95,6,3,0,0,0,0,0,,119,66.0
C0474,1973-05-02,CO,573,646,2025-10-05,2,0,1000,635.9,0.6359,164911.37,4,3,0,1,0,0,0,,80,75.0
C0475,1988-09-04,TN,729,513,2025-10-05,3,1,40000,10788.51,0.2697,27791.82,16,3,1,1,0,0,0,,184,151.3
C0476,1972-05-03,WA,537,725,2025-10-05,4,0,5000,3953.0,0.7906,24609.28,9,3,1,0,0,0,0,,176,105.5
C0477,1982-08-17,IL,567,658,2025-10-05,3,0,0,0.0,0.0,14530.93,9,3,0,0,0,0,0,,126,54.0
C0478,1992-02-08,MA,740,687,2025-10-05,3,2,30000,12443.43,0.4148,12443.43,9,3,0,1,0,0,0,,173,109.3
C0479,1987-01-14,NY,646,634,2025-10-05,2,0,10000,2324.39,0.2324,11056.02,11,3,1,2,0,0,0,,123,109.5
C0480,1990-09-12,OH,685,602,2025-10-05,2,0,20000,7604.04,0.3802,7604.04,4,1,0,0,0,0,0,,118,106.5
C0481,1989-02-12,OH,760,726,2025-10-05,4,1,30000,4006.17,0.1335,236712.34,18,3,1,0,0,0,0,,155,72.0
C0482,1966-06-04,NC,513,586,2025-10-05,3,0,31000,15273.45,0.4927,160805.65,8,3,0,1,0,0,0,,163,115.7
C0483,1974-03-02,GA,702,758,2025-10-05,4,0,5000,4398.48,0.8797,221586.09,11,3,0,2,0,0,0,,107,81.0
C0484,1995-12-27,IL,568,773,2025-10-05,3,1,0,0.0,0.0,17211.42,9,3,2,1,0,0,0,,183,119.0
C0485,1995-08-20,CA,538,646,2025-10-05,3,0,10000,8607.83,0.8608,31462.33,13,3,1,1,0,0,0,,180,129.0
C0486,1970-01-09,AZ,707,637,2025-10-05,3,0,0,0.0,0.0,179436.09,10,3,1,1,0,0,0,,187,114.7
C0487,1974-09-24,WI,515,785,2025-10-05,3,0,0,0.0,0.0,187917.57,9,3,1,0,0,0,0,,139,95.7
C0488,1998-07-04,GA,647,511,2025-10-05,4,2,0,0.0,0.0,210226.63,17,3,0,0,0,0,0,,141,75.0
C0489,1980-05-04,NY,591,777,2025-10-05,2,0,0,0.0,0.0,26505.82,3,1,0,0,0,0,0,,149,115.0
C0490,1980-07-21,WI,555,711,2025-10-05,2,1,20000,17087.22,0.8544,17087.22,4,2,0,0,0,0,0,,134,85.5
C0491,1994-02-04,CO,679,580,2025-10-05,2,1,0,0.0,0.0,46182.35,5,2,0,3,0,0,0,,148,98.0
C0492,1999-01-21,TN,642,771,2025-10-05,3,0,25000,7941.6,0.3177,299739.78,13,3,0,0,0,0,0,,112,91.7
C0493,2001-04-23,IL,702,525,2025-10-05,2,0,10000,1916.19,0.1916,33960.2,8,3,1,1,0,0,0,,187,144.0
C0494,1983-07-01,WI,793,545,2025-10-05,2,0,0,0.0,0.0,87513.07,9,3,1,1,0,0,0,,181,151.5
C0495,1987-04-19,MI,511,761,2025-10-05,4,0,70000,54576.39,0.7797,55639.55,15,3,3,0,0,0,0,,138,55.5
C0496,1976-11-22,TX,480,536,2025-10-05,3,0,2000,1837.44,0.9187,42455.39,11,3,2,1,0,0,0,,182,109.7
C0497,1998-06-03,TN,495,701,2025-10-05,2,0,1000,401.09,0.4011,166063.0,4,3,0,0,0,0,0,,175,167.5
C0498,1999-09-26,TN,800,675,2025-10-05,2,0,0,0.0,0.0,37787.09,3,2,1,1,0,0,0,,161,130.5
C0499,2000-01-13,CO,675,759,2025-10-05,2,0,1000,798.41,0.7984,3685.66,6,3,1,0,0,0,0,,118,59.0
C0500,1967-11-13,VA,568,551,2025-10-05,2,1,30000,2242.18,0.0747,6927.45,7,3,2,1,0,0,0,,161,84.5
C0501,1981-12-01,VA,764,664,2025-10-05,4,0,1000,890.79,0.8908,305767.34,9,3,0,3,0,0,0,,111,72.0
C0502,1969-06-08,FL,558,544,2025-10-05,4,0,5000,3368.23,0.6736,314915.66,12,2,1,0,0,0,1,2022-10-04,180,82.5
C0503,2002-12-25,NC,485,488,2025-10-05,3,1,1000,719.56,0.7196,318599.54,6,2,1,2,0,0,0,,127,61.0
C0504,1973-01-12,IN,729,549,2025-10-05,3,2,0,0.0,0.0,145793.78,6,3,1,1,0,0,0,,151,129.0
C0505,1986-11-06,MA,550,713,2025-10-05,3,0,20000,1743.44,0.0872,279183.61,7,2,0,0,0,0,0,,147,97.3
C0506,1995-11-06,IL,799,712,2025-10-05,2,0,30000,25863.03,0.8621,28801.81,4,3,1,0,0,0,0,,187,178.5
C0507,1969-12-25,MA,762,676,2025-10-05,2,0,1000,771.16,0.7712,8887.86,10,3,0,1,0,0,0,,143,133.0
C0508,1967-05-07,NY,595,697,2025-10-05,3,0,0,0.0,0.0,480219.01,11,2,0,2,1,417,0,,155,63.0
C0509,1977-01-11,GA,775,601,2025-10-05,4,1,0,0.0,0.0,31231.65,7,3,0,0,0,0,0,,179,101.0
C0510,1997-07-27,IN,690,497,2025-10-05,2,0,20000,1277.03,0.0639,46640.91,5,3,3,0,0,0,0,,65,41.5
C0511,1995-05-02,AZ,770,668,2025-10-05,4,2,12000,6426.48,0.5355,68440.42,10,3,0,2,0,0,0,,112,68.5
C0512,1983-06-28,NY,777,520,2025-10-05,3,0,20000,4094.83,0.2047,271947.49,12,3,1,1,0,0,0,,142,92.3
C0513,1986-05-04,VA,749,718,2025-10-05,3,0,22000,7008.78,0.3186,7481.23,9,3,1,2,0,0,0,,171,72.7
C0514,1992-07-24,MA,747,605,2025-10-05,2,0,0,0.0,0.0,282166.48,6,3,2,1,0,0,0,,126,101.0
C0515,1989-06-06,CO,519,793,2025-10-05,2,0,0,0.0,0.0,11452.01,3,2,1,0,0,0,0,,136,118.5
C0516,1996-06-26,TN,655,720,2025-10-05,4,0,20000,16736.12,0.8368,349566.91,17,3,1,1,0,0,0,,178,139.0
C0517,1982-02-24,MI,742,773,2025-10-05,3,0,0,0.0,0.0,210438.53,12,3,0,1,0,0,0,,160,99.3
C0518,1970-07-20,WA,695,630,2025-10-05,4,1,1000,114.6,0.1146,133049.65,5,2,0,0,0,0,0,,153,85.5
C0519,1999-05-11,FL,565,785,2025-10-05,2,0,0,0.0,0.0,396949.79,9,3,0,2,0,0,0,,155,131.0
C0520,1970-06-22,GA,768,511,2025-10-05,2,0,0,0.0,0.0,44564.67,7,3,0,2,0,0,0,,177,103.5
C0521,1984-08-20,MI,776,773,2025-10-05,4,0,0,0.0,0.0,31833.53,14,3,0,0,0,0,0,,156,88.8
C0522,1975-12-15,VA,629,626,2025-10-05,2,0,0,0.0,0.0,440306.85,7,3,3,0,0,0,0,,138,84.0
C0523,1993-01-24,VA,522,738,2025-10-05,4,0,20000,8018.22,0.4009,28955.44,12,2,0,0,0,0,0,,148,98.0
C0524,1992-05-21,NY,622,547,2025-10-05,3,1,2000,1026.04,0.513,429847.26,6,3,0,0,0,0,0,,146,120.7
C0525,1969-11-21,PA,620,487,2025-10-05,3,0,10000,5928.16,0.5928,15216.83,8,3,0,2,0,0,0,,158,120.0
C0526,1988-09-26,WA,789,782,2025-10-05,2,1,0,0.0,0.0,79122.37,6,3,0,0,0,0,0,,156,131.5
C0527,1966-03-28,WI,708,569,2025-10-05,3,1,0,0.0,0.0,280803.04,11,3,1,2,0,0,0,,151,133.0
C0528,1993-01-05,TX,600,572,2025-10-05,3,0,0,0.0,0.0,111788.54,5,2,1,0,1,2476,0,,128,91.0
C0529,1980-11-12,VA,655,554,2025-10-05,2,0,0,0.0,0.0,289654.15,5,3,0,0,0,0,0,,19,9.5
C0530,1989-10-02,WI,733,676,2025-10-05,3,0,60000,43193.2,0.7199,43193.2,14,3,0,1,0,0,0,,146,108.3
C0531,1974-11-15,VA,705,587,2025-10-05,2,0,35000,21658.32,0.6188,21658.32,5,3,1,0,0,0,0,,143,130.5
C0532,1988-08-25,TX,507,539,2025-10-05,4,2,20000,4443.16,0.2222,13235.99,11,3,1,1,0,0,0,,169,107.2
C0533,2001-03-17,VA,565,684,2025-10-05,4,0,5000,1101.7,0.2203,42612.01,18,3,0,0,0,0,0,,169,98.8
C0534,1990-06-21,NJ,634,752,2025-10-05,4,1,0,0.0,0.0,313817.34,8,2,1,2,0,0,0,,186,84.2
C0535,1980-02-01,WA,674,722,2025-10-05,4,0,0,0.0,0.0,312245.07,17,2,0,1,0,0,0,,86,51.8
C0536,1996-09-13,IN,554,486,2025-10-05,4,1,70000,46910.83,0.6702,293399.87,10,2,1,0,0,0,0,,149,105.2
C0537,1972-05-25,NJ,709,641,2025-10-05,4,0,32000,25572.68,0.7991,161132.05,12,3,0,0,0,0,0,,113,51.8
C0538,1993-04-20,GA,529,701,2025-10-05,2,0,2000,751.9,0.376,16083.07,4,3,0,2,0,0,0,,145,81.5
C0539,1996-04-04,IL,651,616,2025-10-05,3,0,0,0.0,0.0,539984.69,11,3,0,3,0,0,0,,186,122.7
C0540,1969-08-06,MA,610,716,2025-10-05,3,0,0,0.0,0.0,217832.16,3,3,1,2,0,0,0,,168,76.7
C0541,1970-11-28,NC,781,746,2025-10-05,2,2,10000,4326.44,0.4326,20046.56,4,2,0,2,0,0,0,,67,44.0
C0542,1987-12-03,IN,572,760,2025-10-05,3,0,0,0.0,0.0,704227.58,8,3,1,1,0,0,0,,61,39.3
C0543,1999-05-10,WA,484,486,2025-10-05,2,0,0,0.0,0.0,31176.17,6,3,0,2,0,0,0,,105,75.5
C0544,1976-06-17,OH,530,708,2025-10-05,2,0,0,0.0,0.0,49196.54,9,3,1,1,0,0,0,,74,52.5
C0545,1972-04-26,IL,592,608,2025-10-05,3,1,0,0.0,0.0,192014.02,12,3,0,1,0,0,0,,150,97.0
C0546,1980-08-01,VA,497,797,2025-10-05,3,0,20000,18364.77,0.9182,169463.16,7,3,0,3,0,0,0,,64,31.0
C0547,2000-10-12,MA,509,786,2025-10-05,4,1,26000,22522.45,0.8662,140265.0,13,3,1,1,0,0,0,,168,100.0
C0548,2000-03-20,TX,541,789,2025-10-05,2,0,60000,44757.99,0.746,44757.99,5,3,1,0,0,0,0,,77,70.5
C0549,1969-05-13,CO,672,536,2025-10-05,4,2,0,0.0,0.0,970978.52,10,3,0,0,0,0,0,,183,119.2
C0550,1998-07-25,MI,609,719,2025-10-05,4,1,5000,3464.21,0.6928,129146.9,11,3,1,0,0,0,0,,154,92.8
C0551,2001-02-05,NC,712,698,2025-10-05,3,3,35000,17453.08,0.4987,18099.47,8,3,1,2,0,0,0,,187,94.7
C0552,1969-08-15,TN,611,517,2025-10-05,3,0,0,0.0,0.0,353435.91,12,3,2,0,0,0,0,,138,95.7
C0553,1987-03-27,IN,511,678,2025-10-05,3,0,0,0.0,0.0,236087.2,5,3,1,1,0,0,0,,142,78.0
C0554,2002-03-25,IL,510,615,2025-10-05,4,1,10000,9546.23,0.9546,375243.95,14,3,0,0,0,0,0,,180,128.2
C0555,1992-09-28,NY,705,731,2025-10-05,2,0,30000,2453.86,0.0818,18317.88,4,2,0,2,0,0,0,,162,83.5
C0556,1972-09-05,GA,792,571,2025-10-05,3,0,21000,8965.08,0.4269,201306.22,9,2,1,2,0,0,0,,168,132.0
C0557,1975-03-11,OH,535,756,2025-10-05,4,0,2000,1046.71,0.5234,147136.13,8,3,2,1,0,0,0,,173,83.5
C0558,1987-09-10,TX,591,706,2025-10-05,2,0,0,0.0,0.0,133812.16,3,2,0,1,0,0,0,,164,95.0
C0559,1981-04-21,IN,532,517,2025-10-05,2,0,0,0.0,0.0,222711.26,7,3,0,1,0,0,0,,160,150.0
C0560,1982-03-21,GA,772,708,2025-10-05,4,0,0,0.0,0.0,232114.36,8,2,1,2,0,0,0,,51,32.2
C0561,1999-02-17,WA,734,480,2025-10-05,4,2,30000,2666.59,0.0889,98669.24,6,2,0,1,0,0,0,,101,77.8
C0562,2002-10-05,WA,679,557,2025-10-05,2,1,0,0.0,0.0,155860.93,4,2,0,0,0,0,0,,52,28.5
C0563,1986-10-02,CA,680,743,2025-10-05,4,0,5000,2022.15,0.4044,28790.23,23,3,2,1,0,0,0,,74,38.2
C0564,1970-01-21,MO,724,686,2025-10-05,3,0,20000,7840.98,0.392,239439.2,11,3,0,1,0,0,0,,84,69.3
C0565,1981-11-07,MO,756,481,2025-10-05,2,1,0,0.0,0.0,202713.72,1,1,1,0,0,0,0,,48,27.0
C0566,1991-10-21,CA,726,770,2025-10-05,3,0,30000,4630.0,0.1543,170823.17,5,3,1,2,0,0,0,,162,103.3
C0567,1996-11-18,GA,650,685,2025-10-05,4,0,1000,273.3,0.2733,307376.06,12,3,1,2,0,0,0,,164,114.2
C0568,1984-08-08,PA,526,753,2025-10-05,3,0,32000,18455.16,0.5767,66862.39,7,3,2,1,0,0,0,,142,111.3
C0569,1984-08-03,NY,521,628,2025-10-05,4,0,11000,7477.71,0.6798,245474.92,11,3,0,1,0,0,0,,176,94.8
C0570,1975-08-14,CO,570,676,2025-10-05,3,0,0,0.0,0.0,326544.63,6,3,1,0,0,0,0,,159,131.7
C0571,1994-04-11,WI,633,534,2025-10-05,4,1,20000,7912.19,0.3956,373392.19,13,3,0,0,0,0,0,,150,86.0
C0572,1974-06-28,NC,729,704,2025-10-05,2,0,0,0.0,0.0,14982.9,4,2,0,3,0,0,0,,112,106.0
C0573,1987-07-05,VA,551,578,2025-10-05,4,1,22000,8015.41,0.3643,81120.47,10,3,0,1,0,0,0,,161,90.8
C0574,1997-09-04,NC,783,730,2025-10-05,3,1,12000,3359.76,0.28,9506.18,7,3,0,2,0,0,0,,155,77.0
C0575,1980-08-04,NJ,512,735,2025-10-05,4,1,2000,783.81,0.3919,472763.56,7,3,0,3,0,0,0,,152,90.8
C0576,1993-04-05,FL,488,653,2025-10-05,2,1,2000,1037.25,0.5186,238316.73,3,2,2,1,0,0,0,,119,113.5
C0577,1968-05-13,WI,652,687,2025-10-05,4,1,2000,454.1,0.2271,85639.61,11,3,1,2,0,0,0,,133,68.5
C0578,1991-04-28,WA,588,754,2025-10-05,3,2,0,0.0,0.0,47551.85,14,3,0,0,0,0,0,,183,122.3
C0579,1985-10-24,NC,776,516,2025-10-05,4,0,20000,15801.5,0.7901,45660.18,13,3,1,1,0,0,0,,185,127.2
C0580,1977-03-16,TN,552,489,2025-10-05,3,0,22000,17442.46,0.7928,102432.54,8,3,0,2,0,0,0,,186,105.3
C0581,1994-08-10,CO,796,604,2025-10-05,3,0,5000,921.36,0.1843,21807.68,9,2,0,0,0,0,0,,94,59.3
C0582,1966-02-13,TN,487,505,2025-10-05,4,1,2000,298.4,0.1492,122594.16,10,3,0,0,0,0,0,,144,105.5
C0583,1994-04-07,MO,529,792,2025-10-05,2,0,0,0.0,0.0,7298.56,4,2,1,0,0,0,0,,120,111.0
C0584,1987-01-02,GA,782,534,2025-10-05,2,1,5000,2986.19,0.5972,10787.17,3,1,0,1,0,0,0,,18,17.0
C0585,1996-10-27,CO,734,512,2025-10-05,4,1,0,0.0,0.0,1021558.05,15,3,1,1,0,0,0,,179,80.0
C0586,1983-09-01,FL,698,685,2025-10-05,2,0,10000,7706.15,0.7706,11263.72,9,3,0,0,0,0,0,,136,79.0
C0587,1992-03-09,VA,541,644,2025-10-05,2,0,60000,6367.42,0.1061,6367.42,6,2,0,2,0,0,0,,143,73.5
C0588,1990-06-02,PA,503,651,2025-10-05,4,1,0,0.0,0.0,449998.7,7,3,2,1,0,0,0,,132,92.0
C0589,1968-10-18,AZ,541,552,2025-10-05,3,0,30000,20913.49,0.6971,387825.73,3,2,0,0,0,0,0,,104,93.0
C0590,1988-09-10,TX,566,763,2025-10-05,2,0,2000,1932.66,0.9663,6557.12,3,3,0,0,0,0,0,,55,30.5
C0591,1989-09-15,IN,704,777,2025-10-05,3,0,30000,24185.24,0.8062,81474.59,11,3,1,1,0,0,0,,159,87.0
C0592,1982-10-22,WI,548,793,2025-10-05,2,0,7000,4190.2,0.5986,4190.2,5,3,1,1,0,0,0,,156,156.0
C0593,1972-03-04,PA,560,729,2025-10-05,4,0,31000,12882.77,0.4156,244874.4,16,3,0,0,0,0,0,,172,90.8
C0594,1988-06-18,VA,483,571,2025-10-05,2,0,30000,22645.3,0.7548,26936.73,4,2,0,0,0,0,0,,153,129.5
C0595,1974-04-20,TN,783,693,2025-10-05,2,1,0,0.0,0.0,432528.58,0,0,0,2,0,0,0,,42,33.0
C0596,1990-09-02,NY,544,553,2025-10-05,3,0,30000,14662.32,0.4887,59188.71,5,3,1,0,0,0,0,,105,43.7
C0597,1967-03-23,NC,747,690,2025-10-05,3,0,30000,22131.96,0.7377,23531.52,13,3,1,1,0,0,0,,161,109.0
C0598,1995-09-15,IL,569,785,2025-10-05,3,0,5000,1459.22,0.2918,7822.72,10,3,0,1,0,0,0,,144,97.7
C0599,1997-03-11,WI,735,634,2025-10-05,4,0,27000,19083.67,0.7068,26585.71,18,2,0,0,0,0,0,,177,156.8
C0600,1985-03-13,WI,694,765,2025-10-05,4,0,2000,730.1,0.365,8346.6,11,3,1,1,0,0,0,,172,117.5
C0601,1984-10-11,TN,578,751,2025-10-05,3,0,10000,937.37,0.0937,166571.81,9,3,1,1,0,0,0,,166,81.3
C0602,1997-09-16,MO,796,756,2025-10-05,3,0,20000,12562.97,0.6281,234200.39,13,3,2,0,0,0,0,,165,154.7
C0603,1984-08-27,CA,717,621,2025-10-05,2,0,0,0.0,0.0,58156.51,9,3,1,1,0,0,0,,171,115.0
C0604,1988-06-22,FL,579,556,2025-10-05,3,1,10000,3349.97,0.335,9760.01,7,2,1,1,0,0,1,2021-02-11,142,71.3
C0605,1991-10-10,CA,734,561,2025-10-05,2,0,0,0.0,0.0,298283.36,3,3,1,1,0,0,0,,155,129.0
C0606,1995-05-21,MO,507,625,2025-10-05,2,0,30000,7697.94,0.2566,17935.07,9,3,2,0,0,0,0,,85,63.0
C0607,2001-04-24,NY,702,651,2025-10-05,2,1,30000,14437.58,0.4813,19003.86,5,2,2,1,0,0,0,,170,164.0
C0608,2002-08-06,TN,502,506,2025-10-05,2,0,0,0.0,0.0,17910.23,8,3,0,0,0,0,0,,128,99.5
C0609,1989-03-27,OH,560,728,2025-10-05,2,1,5000,3062.51,0.6125,8473.27,2,3,1,2,0,0,0,,106,103.0
C0610,1967-10-23,FL,516,707,2025-10-05,3,0,30000,23979.48,0.7993,29107.67,9,3,0,1,0,0,0,,137,90.3
C0611,1977-01-15,NC,694,646,2025-10-05,3,0,0,0.0,0.0,84037.4,10,3,1,0,0,0,0,,140,81.7
C0612,1991-03-14,AZ,536,596,2025-10-05,4,1,31000,21039.72,0.6787,27968.71,11,3,1,0,0,0,0,,163,128.2
C0613,1991-09-25,WI,601,582,2025-10-05,2,0,10000,6692.18,0.6692,42039.03,4,2,0,3,1,1445,0,,165,96.5
C0614,1995-12-24,NY,592,721,2025-10-05,2,1,0,0.0,0.0,110506.26,8,3,0,2,0,0,0,,157,93.0
